"probe_id","chr","pos","UCSC_RefGene_Name","Relation_to_Island","array"
"cg15602420","chr1",20205059,"","N_Shelf","EPIC"
"cg22952678","chr12",65153241,"GNS","Island","EPIC"
"cg10303698","chr17",55969998,"CUEDC1","OpenSea","EPIC"
"cg14369329","chr14",70104457,"KIAA0247","OpenSea","EPIC"
"cg08129017","chr17",17728660,"SREBF1;SREBF1","S_Shore","EPIC"
"cg09364501","chr16",1609468,"IFT140","OpenSea","EPIC"
"cg17439967","chr1",229644775,"NUP133","S_Shore","EPIC"
"cg27554551","chr16",4421486,"VASN;CORO7","N_Shore","EPIC"
"cg20954977","chr2",232260116,"B3GNT7","Island","EPIC"
"cg18954339","chr14",105780420,"PACS2;PACS2","Island","EPIC"
"cg01595325","chr16",25706401,"HS3ST4","S_Shore","EPIC"
"cg12623364","chr4",109038130,"LEF1;LEF1;LEF1;LEF1","OpenSea","EPIC"
"cg17183174","chr13",76115526,"","S_Shelf","EPIC"
"cg14514120","chr12",64801624,"XPOT","S_Shelf","EPIC"
"cg06223162","chr1",101003688,"GPR88","N_Shore","EPIC"
"cg12667125","chr1",36181447,"C1orf216","N_Shelf","EPIC"
"cg17778556","chr2",224773702,"WDFY1","OpenSea","EPIC"
"cg02086839","chr8",144403439,"TOP1MT","Island","EPIC"
"cg07319712","chr19",1082786,"HMHA1","Island","EPIC"
"cg06673536","chr19",45213941,"CEACAM16","S_Shelf","EPIC"
"cg15525503","chr1",3773166,"DFFB;KIAA0562","N_Shore","EPIC"
"cg04724659","chr1",229480105,"C1orf96","S_Shore","EPIC"
"cg15851274","chr15",75748063,"SIN3A;SIN3A","Island","EPIC"
"cg00558986","chr3",93781766,"NSUN3;DHFRL1","Island","EPIC"
"cg01382864","chr2",220174251,"PTPRN","Island","EPIC"
"cg20443501","chr6",144329962,"PLAGL1;PLAGL1;PLAGL1;PLAGL1;PLAGL1;PLAGL1;PLAGL1;HYMAI;PLAGL1","S_Shore","EPIC"
"cg08367838","chr5",143549786,"YIPF5;KCTD16;YIPF5","N_Shore","EPIC"
"cg27111444","chr12",54590808,"","OpenSea","EPIC"
"cg17163737","chr1",47644999,"","OpenSea","EPIC"
"cg07731025","chr19",4400440,"SH3GL1;SH3GL1","Island","EPIC"
"cg08175536","chr15",89927750,"LOC254559","OpenSea","EPIC"
"cg06824423","chr6",157505631,"ARID1B;ARID1B;ARID1B","OpenSea","EPIC"
"cg00176888","chr17",56408804,"MIR142","OpenSea","EPIC"
"cg02128655","chr19",17186722,"MYO9B;HAUS8;MYO9B;HAUS8","Island","EPIC"
"cg03285617","chr6",86179345,"NT5E","OpenSea","EPIC"
"cg11238505","chr8",145691776,"CYHR1;KIFC2;KIFC2;CYHR1;CYHR1","Island","EPIC"
"cg14852409","chr10",65626240,"","OpenSea","EPIC"
"cg16999370","chr4",122302232,"QRFPR","Island","EPIC"
"cg13993802","chr11",107880029,"CUL5;CUL5","Island","EPIC"
"cg00522451","chr2",113464048,"","OpenSea","EPIC"
"cg23042230","chr8",74541769,"STAU2;STAU2;STAU2;STAU2;STAU2;STAU2;STAU2","OpenSea","EPIC"
"cg07774299","chr1",76253445,"RABGGTB;SNORD45A","OpenSea","EPIC"
"cg02938807","chr14",63785523,"GPHB5","OpenSea","EPIC"
"cg01394461","chr1",887576,"NOC2L","S_Shore","EPIC"
"cg26726230","chr17",79225857,"SLC38A10;SLC38A10","OpenSea","EPIC"
"cg00125455","chr20",44574271,"PCIF1","N_Shore","EPIC"
"cg04276669","chr4",26319867,"RBPJ;RBPJ","N_Shore","EPIC"
"cg01528492","chr8",91659356,"TMEM64;TMEM64","S_Shore","EPIC"
"cg21680729","chr17",17426422,"PEMT;PEMT;PEMT","OpenSea","EPIC"
"cg21766592","chr19",47288066,"SLC1A5;SLC1A5;SLC1A5;SLC1A5","N_Shelf","EPIC"
"cg15589939","chr7",624495,"PRKAR1B;PRKAR1B;PRKAR1B;PRKAR1B;PRKAR1B;PRKAR1B","OpenSea","EPIC"
"cg22166084","chr17",3602036,"","S_Shelf","EPIC"
"cg16505233","chr3",5239311,"EDEM1","OpenSea","EPIC"
"cg14501914","chr9",131219228,"ODF2;ODF2","Island","EPIC"
"cg18954900","chr12",96604497,"ELK3","OpenSea","EPIC"
"cg05853782","chr5",2205787,"","OpenSea","EPIC"
"cg27219748","chr16",84301329,"","OpenSea","EPIC"
"cg15408734","chr2",70369140,"","Island","EPIC"
"cg04232816","chr2",96905390,"LOC285033","OpenSea","EPIC"
"cg08973688","chr17",47983990,"","N_Shelf","EPIC"
"cg10158614","chr14",78227190,"SNW1;C14orf178","Island","EPIC"
"cg16251626","chr1",43672622,"WDR65;WDR65;WDR65;WDR65","OpenSea","EPIC"
"cg01829163","chr16",87871160,"SLC7A5","OpenSea","EPIC"
"cg26894438","chr17",15902633,"ZSWIM7;ZSWIM7;TTC19","Island","EPIC"
"cg01196858","chr7",30027454,"SCRN1;SCRN1;SCRN1;SCRN1","N_Shore","EPIC"
"cg23939642","chr17",79225757,"SLC38A10;SLC38A10","OpenSea","EPIC"
"cg26012092","chr5",179040212,"","OpenSea","EPIC"
"cg09887284","chr12",54388147,"","Island","EPIC"
"cg07796002","chr19",42392337,"ARHGEF1;ARHGEF1;ARHGEF1","S_Shelf","EPIC"
"cg25579180","chr7",71098623,"WBSCR17","OpenSea","EPIC"
"cg02339793","chr17",79225573,"SLC38A10;SLC38A10","OpenSea","EPIC"
"cg09336988","chr19",42386872,"ARHGEF1;ARHGEF1","Island","EPIC"
"cg27396447","chr19",40561828,"ZNF780B","Island","EPIC"
"cg02192677","chr1",3555737,"WDR8","N_Shore","EPIC"
"cg25082710","chr1",152880108,"IVL","OpenSea","EPIC"
"cg20153737","chr18",77835867,"","Island","EPIC"
"cg24332710","chr1",46016173,"AKR1A1;AKR1A1","N_Shore","EPIC"
"cg07699613","chr5",150603746,"CCDC69","Island","EPIC"
"cg26426774","chr8",33356290,"C8orf41;MAK16;C8orf41","OpenSea","EPIC"
"cg21712678","chr22",41697701,"ZC3H7B;ZC3H7B","Island","EPIC"
"cg22404646","chr11",833345,"CD151;CD151;CD151;CD151","Island","EPIC"
"cg01252398","chr11",2029688,"","S_Shelf","EPIC"
"cg08741842","chr1",113009882,"WNT2B","S_Shore","EPIC"
"cg10228162","chr9",133589493,"ABL1;ABL1","S_Shore","EPIC"
"cg20856497","chr17",80205617,"CSNK1D;CSNK1D","N_Shore","EPIC"
"cg24593832","chr1",178545287,"","OpenSea","EPIC"
"cg22314314","chr3",44802754,"KIF15;KIAA1143","N_Shore","EPIC"
"cg00574412","chr17",27892866,"ABHD15","N_Shore","EPIC"
"cg05185634","chr14",24804750,"ADCY4","S_Shore","EPIC"
"cg16724148","chr1",100326338,"AGL;AGL;AGL;AGL;AGL;AGL","OpenSea","EPIC"
"cg08772028","chr11",118085736,"AMICA1","OpenSea","EPIC"
"cg24319836","chr19",10213465,"ANGPTL6","N_Shelf","EPIC"
"cg15855924","chr13",111565111,"ANKRD10","N_Shore","EPIC"
"cg09496748","chr2",198029215,"ANKRD44","Island","EPIC"
"cg04737087","chr2",71205052,"ANKRD53;ANKRD53","N_Shore","EPIC"
"cg25139636","chr15",69084888,"ANP32A","OpenSea","EPIC"
"cg00061031","chr9",100744026,"ANP32B","N_Shore","EPIC"
"cg14277403","chr9",100748520,"ANP32B","S_Shore","EPIC"
"cg05155595","chr2",70008161,"ANXA4","OpenSea","EPIC"
"cg27464065","chr12",12940610,"APOLD1;APOLD1","S_Shore","EPIC"
"cg27366162","chr17",66375195,"ARSG","OpenSea","EPIC"
"cg24727216","chr20",30947724,"ASXL1;ASXL1","S_Shore","EPIC"
"cg18696027","chr15",45002597,"B2M","N_Shore","EPIC"
"cg17016266","chr2",232261238,"B3GNT7","N_Shore","EPIC"
"cg03732014","chr21",30676184,"BACH1;BACH1;BACH1","OpenSea","EPIC"
"cg12194745","chr17",79423649,"BAHCC1","N_Shelf","EPIC"
"cg00419702","chr22",38485294,"BAIAP2L2","Island","EPIC"
"cg01180628","chr3",5023394,"BHLHE40","N_Shore","EPIC"
"cg24655262","chr17",8092054,"C17orf59;C17orf59","N_Shore","EPIC"
"cg03764274","chr17",79632335,"C17orf90;CCDC137","N_Shore","EPIC"
"cg00536532","chr6",33561449,"C6orf227","S_Shore","EPIC"
"cg13477101","chr7",1067302,"C7orf50;C7orf50;C7orf50","Island","EPIC"
"cg03059247","chr8",11287657,"C8orf12;FAM167A","OpenSea","EPIC"
"cg08782002","chr17",61847885,"CCDC47","N_Shelf","EPIC"
"cg13311440","chr1",160681404,"CD48","OpenSea","EPIC"
"cg06180389","chr1",111436823,"CD53;CD53","OpenSea","EPIC"
"cg07413467","chr7",92238086,"CDK6;CDK6","OpenSea","EPIC"
"cg00908631","chr1",51433616,"CDKN2C","N_Shore","EPIC"
"cg06799321","chr16",66995143,"CES3;CES3","OpenSea","EPIC"
"cg01179256","chr12",105141965,"CHST11","OpenSea","EPIC"
"cg09791743","chr6",42898508,"CNPY3","S_Shore","EPIC"
"cg05242244","chr12",53553086,"CSAD","OpenSea","EPIC"
"cg26033504","chr1",201458737,"CSRP1;CSRP1","OpenSea","EPIC"
"cg10395806","chr11",70280601,"CTTN;CTTN","OpenSea","EPIC"
"cg05522498","chr11",126211099,"DCPS","OpenSea","EPIC"
"cg03576748","chr16",452547,"DECR2","S_Shore","EPIC"
"cg06228828","chr13",50653048,"DLEU2","N_Shelf","EPIC"
"cg01017147","chr1",171810105,"DNM3;DNM3","N_Shore","EPIC"
"cg15150970","chr2",25473529,"DNMT3A;DNMT3A;DNMT3A","N_Shore","EPIC"
"cg19273683","chr1",21656047,"ECE1","OpenSea","EPIC"
"cg20033981","chr13",41590153,"ELF1","OpenSea","EPIC"
"cg24361265","chr15",44068668,"ELL3","Island","EPIC"
"cg06009267","chr8",144948764,"EPPK1","S_Shore","EPIC"
"cg03332546","chr19",16553887,"EPS15L1","OpenSea","EPIC"
"cg05510337","chr16",68268252,"ESRP2","N_Shore","EPIC"
"cg00001793","chr12",11905390,"ETV6","OpenSea","EPIC"
"cg06225767","chr12",11912232,"ETV6","OpenSea","EPIC"
"cg18824549","chr17",47807591,"FAM117A","OpenSea","EPIC"
"cg25710298","chr2",286830,"FAM150B","N_Shore","EPIC"
"cg20362308","chr17",15412141,"FAM18B2","OpenSea","EPIC"
"cg06468626","chr5",169409235,"FAM196B;DOCK2","OpenSea","EPIC"
"cg00166216","chr3",194407860,"FAM43A","Island","EPIC"
"cg20306265","chr1",118157624,"FAM46C","OpenSea","EPIC"
"cg10813980","chr2",16845587,"FAM49A","OpenSea","EPIC"
"cg09906145","chr16",67562424,"FAM65A","N_Shore","EPIC"
"cg08893087","chr1",93416982,"FAM69A","OpenSea","EPIC"
"cg03068319","chr6",17600252,"FAM8A1","N_Shore","EPIC"
"cg03805684","chr11",61561219,"FEN1;C11orf10;MIR611","S_Shore","EPIC"
"cg11327857","chr4",123747558,"FGF2","N_Shore","EPIC"
"cg07529392","chr12",52215972,"FIGNL2","Island","EPIC"
"cg01040890","chr5",180073780,"FLT4;FLT4","N_Shore","EPIC"
"cg13816423","chr6",41513166,"FOXP4;FOXP4;FOXP4","N_Shore","EPIC"
"cg27407423","chr10",5851600,"GDI2;GDI2","N_Shelf","EPIC"
"cg11491284","chr3",141888226,"GK5","OpenSea","EPIC"
"cg24675730","chr1",28994850,"GMEB1;GMEB1","OpenSea","EPIC"
"cg02359132","chr6",111279585,"GTF3C6","N_Shore","EPIC"
"cg14975122","chr1",32761824,"HDAC1","S_Shelf","EPIC"
"cg02654940","chr6",34206400,"HMGA1;HMGA1;HMGA1;HMGA1;HMGA1;HMGA1","S_Shore","EPIC"
"cg17002899","chr14",21727471,"HNRNPC;HNRNPC;HNRNPC;HNRNPC","OpenSea","EPIC"
"cg14034325","chr10",43891459,"HNRNPF;HNRNPF;HNRNPF;HNRNPF;HNRNPF;HNRNPF","N_Shore","EPIC"
"cg24469729","chr7",27160520,"HOXA3;HOXA3","N_Shore","EPIC"
"cg02647520","chr6",33173218,"HSD17B8","S_Shore","EPIC"
"cg03845837","chr16",67203406,"HSF4;HSF4","N_Shore","EPIC"
"cg06619959","chr3",9956506,"IL17RE;IL17RE;IL17RE","N_Shore","EPIC"
"cg11555067","chr2",99081350,"INPP4A;INPP4A;INPP4A;INPP4A","OpenSea","EPIC"
"cg19978242","chr10",121578846,"INPP5F;INPP5F","S_Shore","EPIC"
"cg25045785","chr10",121578639,"INPP5F;INPP5F","S_Shore","EPIC"
"cg04864179","chr7",128579964,"IRF5;IRF5;IRF5;IRF5;IRF5;IRF5;IRF5","S_Shore","EPIC"
"cg24131262","chr3",4549756,"ITPR1;ITPR1;ITPR1","OpenSea","EPIC"
"cg09898793","chr1",110756235,"KCNC4;KCNC4;KCNC4","S_Shore","EPIC"
"cg26846781","chr17",61620942,"KCNH6;KCNH6","OpenSea","EPIC"
"cg00842095","chr14",70116951,"KIAA0247","OpenSea","EPIC"
"cg06934523","chr14",70077930,"KIAA0247","N_Shore","EPIC"
"cg18533225","chr22",50986813,"KLHDC7B","Island","EPIC"
"cg16062877","chr17",25798415,"KSR1","OpenSea","EPIC"
"cg17918556","chr2",169372300,"LASS6","OpenSea","EPIC"
"cg09723161","chr7",2563909,"LFNG;LFNG;LFNG;LFNG","Island","EPIC"
"cg25741368","chr19",42906601,"LIPE","S_Shore","EPIC"
"cg10575367","chr16",2801914,"LOC100128788;SRRM2","Island","EPIC"
"cg06738786","chr20",19265058,"LOC100130264;SLC24A3","OpenSea","EPIC"
"cg08973382","chr2",74728623,"LOC151534;LBX2","N_Shore","EPIC"
"cg02812767","chr15",74218468,"LOXL1","N_Shore","EPIC"
"cg24150385","chr3",66543263,"LRIG1","OpenSea","EPIC"
"cg10788371","chr11",76381040,"LRRC32;LRRC32;LRRC32","N_Shore","EPIC"
"cg25306932","chr1",151132257,"LYSMD1;LYSMD1","OpenSea","EPIC"
"cg13702222","chr3",152017240,"MBNL1;MBNL1;MBNL1;MBNL1;MBNL1;MBNL1;MBNL1;MBNL1;MBNL1;MBNL1;MBNL1;MBNL1","OpenSea","EPIC"
"cg24139720","chr1",204485075,"MDM4;MDM4","N_Shore","EPIC"
"cg02341119","chr17",74866479,"MGAT5B","Island","EPIC"
"cg13050716","chr3",127416580,"MGLL;MGLL","OpenSea","EPIC"
"cg01438090","chr11",30502936,"MPPED2;MPPED2","OpenSea","EPIC"
"cg12430029","chr17",55446979,"MSI2;MSI2","OpenSea","EPIC"
"cg00163372","chr8",128752988,"MYC","S_Shore","EPIC"
"cg17073306","chr4",671791,"MYL5;MYL5","N_Shelf","EPIC"
"cg19534753","chr3",123340306,"MYLK;MYLK;MYLK;MYLK;MYLK;MYLK","OpenSea","EPIC"
"cg14316231","chr8",41895100,"MYST3;MYST3;MYST3","OpenSea","EPIC"
"cg22384801","chr15",60767308,"NARG2;NARG2","N_Shelf","EPIC"
"cg07209244","chr5",172116212,"NEURL1B","S_Shelf","EPIC"
"cg04367503","chr19",13121571,"NFIX","Island","EPIC"
"cg16167741","chr1",41174793,"NFYC;NFYC;NFYC;NFYC;NFYC","OpenSea","EPIC"
"cg11765003","chr2",220024730,"NHEJ1","N_Shore","EPIC"
"cg19030554","chr16",1822289,"NME3;MRPS34;EME2","Island","EPIC"
"cg26196087","chr1",120530251,"NOTCH2","OpenSea","EPIC"
"cg15059065","chr19",17354961,"NR2F6","N_Shore","EPIC"
"cg09008322","chr5",176726772,"NSD1;NSD1","N_Shelf","EPIC"
"cg10944833","chr6",17702460,"NUP153","N_Shelf","EPIC"
"cg08496737","chr11",62573844,"NXF1;NXF1","S_Shore","EPIC"
"cg08244750","chr14",94494115,"OTUB2","S_Shore","EPIC"
"cg08479476","chr2",70313163,"PCBP1","N_Shore","EPIC"
"cg23445461","chr5",140864733,"PCDHGA4;PCDHGC3;PCDHGA12;PCDHGA11;PCDHGA11;PCDHGA9;PCDHGA1;PCDHGB1;PCDHGC4;PCDHGB6;PCDHGB3;PCDHGC4;PCDHGB7;PCDHGA6;PCDHGA8;PCDHGA10;PCDHGA5;PCDHGB4;PCDHGA3;PCDHGA2;PCDHGA7;PCDHGB2;PCDHGB5;PCDHGC3","Island","EPIC"
"cg23015991","chr12",20556313,"PDE3A","OpenSea","EPIC"
"cg02004370","chr16",69362629,"PDF;COG8","N_Shore","EPIC"
"cg01211283","chr8",22735276,"PEBP4","OpenSea","EPIC"
"cg09423126","chr8",22735333,"PEBP4","OpenSea","EPIC"
"cg18262201","chr10",6187854,"PFKFB3","Island","EPIC"
"cg03084350","chr3",38065265,"PLCD1;PLCD1;PLCD1","N_Shore","EPIC"
"cg03958308","chr8",145014989,"PLEC1;PLEC1;PLEC1;PLEC1;PLEC1;PLEC1;PLEC1;PLEC1","N_Shore","EPIC"
"cg01676795","chr7",75586348,"POR","OpenSea","EPIC"
"cg09190408","chr11",67170610,"PPP1CA;PPP1CA;TBC1D10C;PPP1CA","S_Shore","EPIC"
"cg26645468","chr5",133559272,"PPP2CA","N_Shore","EPIC"
"cg16179607","chr2",68476020,"PPP3R1","N_Shelf","EPIC"
"cg07298431","chr11",129817649,"PRDM10;PRDM10;PRDM10;PRDM10","OpenSea","EPIC"
"cg06868100","chr7",29606349,"PRR15","S_Shore","EPIC"
"cg08123207","chr6",32118312,"PRRT1","Island","EPIC"
"cg09154256","chr2",65352897,"RAB1A;RAB1A","N_Shelf","EPIC"
"cg12699865","chr20",32583031,"RALY;RALY","S_Shore","EPIC"
"cg25406442","chr8",94750120,"RBM12B","N_Shelf","EPIC"
"cg18183961","chr4",40519094,"RBM47;RBM47","OpenSea","EPIC"
"cg02855207","chr11",73087016,"RELT;RELT","N_Shore","EPIC"
"cg04577162","chr7",73667397,"RFC2;RFC2","N_Shore","EPIC"
"cg18033416","chr17",30592033,"RHBDL3","N_Shore","EPIC"
"cg25840926","chr2",20647987,"RHOB;RHOB","Island","EPIC"
"cg19494100","chr6",18387313,"RNF144B","N_Shore","EPIC"
"cg13532004","chr9",137030823,"RNU6ATAC","S_Shore","EPIC"
"cg01475538","chr11",14381234,"RRAS2;RRAS2","S_Shore","EPIC"
"cg14854355","chr17",26708366,"SARM1","Island","EPIC"
"cg26847866","chr8",27492077,"SCARA3;SCARA3","S_Shore","EPIC"
"cg00658151","chr1",31368797,"SDC3","OpenSea","EPIC"
"cg13584258","chr9",92040726,"SEMA4D;SEMA4D","OpenSea","EPIC"
"cg06720467","chr1",27189440,"SFN","N_Shore","EPIC"
"cg10040131","chr2",73178866,"SFXN5","OpenSea","EPIC"
"cg00347863","chr7",94220697,"SGCE;SGCE;SGCE","OpenSea","EPIC"
"cg00718036","chr4",108745325,"SGMS2","N_Shore","EPIC"
"cg11681597","chr1",249116587,"SH3BP5L","N_Shelf","EPIC"
"cg06441398","chr11",70317455,"SHANK2;SHANK2","OpenSea","EPIC"
"cg11851129","chr12",57624530,"SHMT2;SHMT2;SHMT2;SHMT2;SHMT2;SHMT2;SHMT2;SHMT2","S_Shore","EPIC"
"cg25446191","chr3",170077545,"SKIL;SKIL;SKIL;SKIL","S_Shore","EPIC"
"cg19497444","chr11",2930794,"SLC22A18;SLC22A18","Island","EPIC"
"cg02257517","chr9",136340262,"SLC2A6;SLC2A6","Island","EPIC"
"cg13716321","chr9",140130136,"SLC34A3","S_Shore","EPIC"
"cg23031196","chr12",46664096,"SLC38A1;SLC38A1","S_Shore","EPIC"
"cg05438378","chr15",67383736,"SMAD3","OpenSea","EPIC"
"cg19712659","chr1",28906356,"SNHG12;SNORD99;SNORA61","N_Shore","EPIC"
"cg08754067","chr5",40833236,"SNORD72;RPL37","N_Shelf","EPIC"
"cg25643223","chr13",24787195,"SPATA13;SPATA13","OpenSea","EPIC"
"cg26531804","chr15",41135847,"SPINT1;SPINT1;SPINT1","Island","EPIC"
"cg05958351","chr16",2804731,"SRRM2","N_Shore","EPIC"
"cg18241337","chr3",156271892,"SSR3","N_Shore","EPIC"
"cg25831522","chr11",8779964,"ST5;ST5;ST5","OpenSea","EPIC"
"cg23264429","chr10",90642003,"STAMBPL1","S_Shore","EPIC"
"cg04230060","chr9",114937992,"SUSD1","S_Shore","EPIC"
"cg00937359","chr6",86350540,"SYNCRIP;SYNCRIP;SYNCRIP;SYNCRIP;SYNCRIP;SYNCRIP","N_Shore","EPIC"
"cg03607573","chr11",93471889,"TAF1D","N_Shelf","EPIC"
"cg04852339","chr2",159841571,"TANC1;TANC1","OpenSea","EPIC"
"cg17662369","chr5",179333958,"TBC1D9B;TBC1D9B","N_Shore","EPIC"
"cg04370442","chr16",58019866,"TEPP;TEPP","Island","EPIC"
"cg18973101","chr1",156251280,"TMEM79;SMG5","OpenSea","EPIC"
"cg02892925","chr8",60032926,"TOX","S_Shore","EPIC"
"cg09540738","chr8",81080281,"TPD52;TPD52","N_Shelf","EPIC"
"cg14064762","chr9",123688745,"TRAF1","N_Shelf","EPIC"
"cg15931839","chr6",111880530,"TRAF3IP2;TRAF3IP2;TRAF3IP2;TRAF3IP2;TRAF3IP2","OpenSea","EPIC"
"cg25944717","chr5",180648843,"TRIM41;TRIM41","N_Shore","EPIC"
"cg05439368","chr15",45028098,"TRIM69;TRIM69","OpenSea","EPIC"
"cg17980786","chr3",32933637,"TRIM71","OpenSea","EPIC"
"cg23120725","chr15",50975608,"TRPM7","N_Shelf","EPIC"
"cg26143577","chr20",30778628,"TSPYL3","S_Shore","EPIC"
"cg10416593","chr22",50966123,"TYMP;SCO2;TYMP;TYMP","Island","EPIC"
"cg26744362","chr19",56168861,"U2AF2;U2AF2","N_Shore","EPIC"
"cg02405476","chr20",44441818,"UBE2C;UBE2C;UBE2C;UBE2C;UBE2C;UBE2C;UBE2C;UBE2C","S_Shore","EPIC"
"cg19197419","chr20",44441612,"UBE2C;UBE2C;UBE2C;UBE2C;UBE2C;UBE2C;UBE2C","Island","EPIC"
"cg26588061","chr10",12086036,"UPF2;UPF2","S_Shore","EPIC"
"cg14387743","chr6",133056278,"VNN3;VNN3","OpenSea","EPIC"
"cg01792532","chr1",33284208,"YARS;S100PBP;S100PBP","S_Shore","EPIC"
"cg14659930","chr3",114128301,"ZBTB20;ZBTB20;ZBTB20;ZBTB20;ZBTB20;ZBTB20","OpenSea","EPIC"
"cg10105237","chr8",135726091,"ZFAT","S_Shore","EPIC"
"cg11903133","chr20",50722613,"ZFP64","S_Shore","EPIC"
"cg27438128","chr10",43951555,"ZNF487","S_Shore","EPIC"
"cg01419539","chr4",53010,"ZNF595;ZNF718","N_Shore","EPIC"
"cg24413918","chr19",58516100,"ZNF606","S_Shore","EPIC"
"cg16639915","chr15",64960011,"ZNF609","OpenSea","EPIC"
"cg07808761","chr19",37329760,"ZNF790","S_Shore","EPIC"
"cg12984877","chr4",146856745,"ZNF827","N_Shore","EPIC"
"cg02749105","chr19",58879056,"ZNF837;ZNF837","Island","EPIC"
"cg00062437","chr22",23728539,"","N_Shore","EPIC"
"cg00550955","chr22",22012657,"","S_Shore","EPIC"
"cg00874073","chr17",73073329,"","Island","EPIC"
"cg00880872","chr9",124887818,"","N_Shore","EPIC"
"cg00972246","chr1",228265972,"","N_Shelf","EPIC"
"cg01439754","chr2",112293267,"","OpenSea","EPIC"
"cg01621943","chr17",53531409,"","OpenSea","EPIC"
"cg01941278","chr5",71895997,"","OpenSea","EPIC"
"cg02470690","chr6",27839548,"","N_Shore","EPIC"
"cg03223172","chr2",182171470,"","OpenSea","EPIC"
"cg03671431","chr18",61604367,"","S_Shore","EPIC"
"cg03680873","chr3",148844300,"","N_Shelf","EPIC"
"cg04091927","chr8",141519270,"","N_Shore","EPIC"
"cg04745384","chr12",52242468,"","Island","EPIC"
"cg05523603","chr22",50973101,"","S_Shelf","EPIC"
"cg06951627","chr6",26196580,"","N_Shore","EPIC"
"cg07519229","chr22",41486835,"","N_Shore","EPIC"
"cg08616943","chr7",130552600,"","OpenSea","EPIC"
"cg09391066","chr6",3163814,"","S_Shore","EPIC"
"cg09613192","chr2",181388538,"","OpenSea","EPIC"
"cg09650731","chr16",46823623,"","N_Shore","EPIC"
"cg10676309","chr5",137685565,"","N_Shelf","EPIC"
"cg11007850","chr2",129216138,"","OpenSea","EPIC"
"cg11220565","chr20",47934802,"","N_Shore","EPIC"
"cg12258344","chr2",47550528,"","OpenSea","EPIC"
"cg14071869","chr6",41624407,"","S_Shelf","EPIC"
"cg14264316","chr9",134280803,"","OpenSea","EPIC"
"cg14286292","chr9",130546644,"","N_Shore","EPIC"
"cg14756878","chr2",12568736,"","OpenSea","EPIC"
"cg15915658","chr11",65262358,"","N_Shelf","EPIC"
"cg17241841","chr15",89158993,"","OpenSea","EPIC"
"cg17284553","chr7",30973285,"","OpenSea","EPIC"
"cg17877600","chr1",208005598,"","OpenSea","EPIC"
"cg18090646","chr2",7575450,"","S_Shelf","EPIC"
"cg19202618","chr2",8021551,"","OpenSea","EPIC"
"cg19373099","chr2",210008092,"","N_Shelf","EPIC"
"cg19678968","chr8",59185164,"","OpenSea","EPIC"
"cg21161526","chr9",123691672,"","Island","EPIC"
"cg21871338","chr14",87262857,"","OpenSea","EPIC"
"cg23051123","chr1",226132841,"","OpenSea","EPIC"
"cg25305703","chr8",128378218,"","OpenSea","EPIC"
"cg27593537","chr10",102810606,"","S_Shore","EPIC"
"cg22510139","chr1",3058822,"PRDM16;PRDM16","N_Shore","EPIC"
"cg00546117","chr1",8445545,"RERE;RERE;RERE","OpenSea","EPIC"
"cg17164905","chr1",27931310,"AHDC1","S_Shore","EPIC"
"cg11980897","chr1",32237457,"","N_Shore","EPIC"
"cg20948740","chr2",25475726,"DNMT3A;DNMT3A;DNMT3A","Island","EPIC"
"cg24642820","chr3",13462465,"NUP210","S_Shore","EPIC"
"cg08840551","chr5",56718349,"","OpenSea","EPIC"
"cg01201215","chr5",151137430,"ATOX1","N_Shore","EPIC"
"cg17768768","chr7",2948123,"CARD11","S_Shore","EPIC"
"cg06189038","chr7",99767134,"GAL3ST4","N_Shore","EPIC"
"cg20204986","chr11",32448067,"WT1;WT1;WT1;WT1","N_Shore","EPIC"
"cg18765542","chr11",46354101,"DGKZ","Island","EPIC"
"cg00271311","chr11",58389290,"CNTF;ZFP91-CNTF","OpenSea","EPIC"
"cg05130679","chr11",94502824,"AMOTL1","S_Shore","EPIC"
"cg21226442","chr12",27088580,"C12orf11","N_Shelf","EPIC"
"cg27491190","chr12",46767943,"SLC38A2","S_Shore","EPIC"
"cg16889557","chr12",50426531,"","N_Shore","EPIC"
"cg06533408","chr12",69139618,"SLC35E3","N_Shore","EPIC"
"cg24146100","chr13",99737448,"DOCK9;DOCK9","N_Shore","EPIC"
"cg24570624","chr14",77493278,"C14orf4","Island","EPIC"
"cg03345232","chr14",92981121,"RIN3","Island","EPIC"
"cg27394566","chr14",105391635,"PLD4","OpenSea","EPIC"
"cg26430287","chr15",67439567,"SMAD3;SMAD3;SMAD3","OpenSea","EPIC"
"cg05915866","chr16",73090838,"ZFHX3","N_Shore","EPIC"
"cg12699156","chr17",7517016,"SHBG;FXR2","N_Shore","EPIC"
"cg19572487","chr17",38476024,"RARA;RARA;RARA","S_Shore","EPIC"
"cg00432454","chr20",741937,"C20orf54","Island","EPIC"
"cg00716257","chr14",75897417,"JDP2;JDP2;JDP2;JDP2","S_Shore","EPIC"
"cg07768103","chr5",175956344,"RNF44","OpenSea","EPIC"
"cg00827581","chr19",10434088,"RAVER1","Island","EPIC"
"cg07721872","chr16",87735256,"LOC100129637","N_Shore","EPIC"
"cg06579345","chr10",120863603,"FAM45B;FAM45A","N_Shore","EPIC"
"cg04895225","chr11",85862822,"","OpenSea","EPIC"
"cg07841371","chr1",1114912,"TTLL10;TTLL10","N_Shore","EPIC"
